nama_cabang,nama_pelanggan,rating,tanggal_ulasan,teks_komentar
Mie Gacoan - Ahmad Yani,Bella Sintawati,4,setahun lalu,"Mie Gacoan Ahmad Yani adalah salah satu cabang mie gacoan yang ada di Surabaya. Anda bisa menuju restoran ini menggunakan sepeda motor, mobil, restoran ini memiliki parkir yang luas dan berbayar, dan bisa menggunakan suroboyo bus turun di halte taman pelangi lalu jalan kaki menuju ke restoran ini. Saat saya mengunjungi restoran ini, anda bisa memesan langsung di kasir atau memesan di meja lalu mengscan barcode yang ada di meja tersebut. Bila anda memesan di kasir, ada menu yang satuan dan menu paketan 1 orang atau dua orang. Pembayaran bisa cash, qris, debit. Lalu akan diarahkan meja mana yang cocok untuk anda. Waktu tunggu hingga 15 menit secara keseluruhan. Pelayanannya baik, ramah, cepat. Di restoran ini saya tidak menemukan nama wifi dan colokan listrik sehingga rasanya kurang cocok untuk belajar karena ramai, anginnya kencang, tidak ada dua hal itu, sekalipun disini buka 24 jam. Karena restoran ini cukup terbuka, kadang ada burung-burung yang masuk di restoran. Disini juga tersedia tempat sholat, toilet, tempat foto. Nyaman untuk makan bersama atau makan besar namun tidak nyaman untuk kerja online disini atau belajar online. Menu makanan yang saya pesan adalah Fest A yaitu makanan paket untuk satu orang, ada mie, lumpia dan es orange. Makanan enak, hangat, tapi taburan ayamnya sedikit dibandingkan mie gacoan cabang lain. Lumpianya enak banget isi udang dan sangat terasa. Es orange sama seperti es nutrisari jeruk. Kalian juga bisa berikan kritik dan saran pada fasilitas yang diberikan, terima kasih."
Mie Gacoan - Ahmad Yani,Dalila Ramadani,5,6 bulan lalu,"Pelayanan super ramahhhhhh, dan juga cepattt.. Rasanya enak, tekstur mie dan juga taste dari pangsit nya super enakk.. Bintang 5 buat tempatnya!! 🤍🤍"
Mie Gacoan - Ahmad Yani,27_M. Jeffry dwi p,1,Diedit 4 bulan lalu,"Pesanannya lama sekali datangnya udah 1 jam, tapi masih belum datang juga cuman dateng minumnya aja kecewa parah."
Mie Gacoan - Ahmad Yani,Varhan Fiqih,3,4 bulan lalu,setela hbis baru nge kalo tempat yg buat taro makanan se kotor itu...soal mkanan enak si
Mie Gacoan - Ahmad Yani,Nona M. E.,4,Diedit 5 bulan lalu,"Kesini untuk kedua kalinya, setelah ada pengambilan survey ketika pertama kali berkunjung. Buat rasa? Masih hambar. Bahkan pesan yang kedua kali ini lebih hambar dari yang bulan lalu. Bumbunya tidak membaur. Padahal tempat lagi tidak ramai. Untuk serve cepat. Kurang dari 30 mnt sudah dapat mengambil makanan. Namun masih perlu di improvisasi dari segi kualitas rasa. Dan saya menemukan helaian rambut saat memakan side dish udang keju."
Mie Gacoan - Ahmad Yani,Diva Nafasya,5,4 bulan lalu,"Pelayanan mantap, makanan enak"
Mie Gacoan - Ahmad Yani,Studio Abyan,5,sebulan lalu,"Tempatnya selalu rame, tapi berkali2 aku kesini pelayanan dan rasa tidak pernah mengecewakan. Selalu cepat dan enak. Parkirannya luas dan tempatnya sejuk. Angin silir2 kalau disini. Meskipun cabangnya sudah banyak, rasa tidak pernah berubah dari dulu. Harga juga sangat terjangkau."
Mie Gacoan - Ahmad Yani,Nur Sakinatul Jannah,5,setahun lalu,"Pas sepi enak, layanan pemesanan via barcode di meja gak berfungsi, web-nya gak bisa dimuat akhirnya pesan di counter langsung, kecepatan pelayanan penyajian standar fast food, toilet oke, mushola oke, kebersihan oke. Cita rasa standar SOP brand jadi sama semua di semua cabang."
Mie Gacoan - Ahmad Yani,Deff Qanca Arma Frecadanda,5,2 bulan lalu,"pelayanannya ramah dan cepat banget, mi dan dimsumnya enaak sekalii 😍"
Mie Gacoan - Ahmad Yani,PBA_040_ Friska Agustina Kusuma Putri,5,6 bulan lalu,"tempatnya nyaman dan cocok dibuat nongkrong bareng temen, pelayanan ramah."
Mie Gacoan - Ahmad Yani,Rahman Hilmy Nugroho,5,setahun lalu,"Mie Gacoan - Ahmad Yani adalah salah satu cabang bagi para pecinta mie pedas di Surabaya. Lokasinya strategis dan mudah dijangkau, baik dengan kendaraan pribadi maupun transportasi umum seperti Suroboyo Bus (halte terdekat adalah Taman Pelangi). Area parkir cukup luas, meskipun berbayar, sehingga tidak perlu khawatir soal tempat kendaraan.

Pengunjung dapat langsung memesan di kasir. Menu yang tersedia cukup beragam, mulai dari menu paket hingga a la carte, dengan pilihan tingkat kepedasan yang bisa disesuaikan. Proses pembayaran juga praktis, tersedia opsi tunai, QRIS, atau kartu debit.

Dari segi pelayanan, stafnya ramah dan cekatan. Makanan biasanya keluar dalam waktu sekitar 10-15 menit, tergantung keramaian. Namun, karena tempat ini sangat populer, suasananya sering ramai. Lebih direkomendasikan untuk makan santai bersama teman atau keluarga.

Selain makanan, restoran ini juga dilengkapi fasilitas seperti mushola, toilet, dan area foto untuk pengunjung yang ingin mengabadikan momen. Secara keseluruhan, Mie Gacoan - Ahmad Yani adalah tempat yang pas untuk menikmati makanan pedas berkualitas dengan harga terjangkau."
Mie Gacoan - Ahmad Yani,Ovelya Margareta,5,5 bulan lalu,"Kenapa skrg ribet bgt ya kalau mau pesan makan ditempat, capek mondar mandirnya"
Mie Gacoan - Ahmad Yani,Salsabilla Firdaus,5,5 bulan lalu,"tempatnya luas, besar, 24jam, parkiran luas, anginnya banyak bgt yg masuk. bisa bisa masuk angin kalau lama stay disini."
Mie Gacoan - Ahmad Yani,Rayhan Prp,5,5 bulan lalu,sangat ramah pelayanan cepat rasanya juga enak pas banget buat ujan ujan gini hehe
Mie Gacoan - Ahmad Yani,Wahida Annisa Ermadayanti,1,6 bulan lalu,"Sekarang ada smoking area, dan areanya lebih luas daripada non-smoking area. Agak mengecewakan, kenapa inovasinya harus seperti itu. Mau makan jadi gak nyaman karena bau rokok. Padahal juga banyak ibu-ibu dan anak-anak."
Mie Gacoan - Ahmad Yani,Anung Jaylani Firmansyah,4,11 bulan lalu,"panas. disisi gerai mungkin biar pelanggan cepet cepet pergi biar gantian sama pelanggan lain biar ga berlama lama disini, soalnya panas kalo siang. tuh juga akal akalannya siapa kasih seng plastik tembus pandang disela sela galvalum"
Mie Gacoan - Ahmad Yani,Saiful Malfino,3,7 bulan lalu,"Setiap tempat mempunyai rasa yang sedikit berbeda yaa, kalau sini rasanya cukup, tempat nya yang kurang, kalau di dalam untuk berdua, panas 🥵,"
Mie Gacoan - Ahmad Yani,Asri Diana Kamilin,5,2 tahun lalu,"Ini ketiga kalinya datang kesini. Lokasi dekat sekali dari rumah. Pertama, diajak adik karena dia ingin sekali. Masih sangat ramai, dulu awal buka. Ngantri. Kedua diajak teman, dia dari luar kota ingin nyoba. Ga terlalu antri, tapi sistem pembelian masih manual. Kemarin datang kesini, sistemnya sudah lebih rapi dan siap.

PEMESANAN
Kita tidak perlu antri lagi di kasir. Datang langsung dapat nomor tempat duduk dan mencari mejanya. Ini disesuaikan dengan jumlah orang yang akan duduk bersama. Tinggal scene barcode yang ada di meja, kita bisa memilih menu. Lalu, menuju ke kasir untuk pembayaran cash, atau bisa menggunakan qris/lainnya. bagi saya, ini sangat memudahkan. Tidak perlu berdiri lama2 untuk antri. Kelemahan yang salah lihat, ada pengunjung baru yang kesulitan dg sistem ini. Mereka kebingungan cara memesannya. Posisi pas di meja sebelah, 3 lelaki, 1 anak kecil laki-laki. Akhirnya, mereka ke kasir sendiri.

FASILITAS
Untuk tampilan, lumayan lah ya. Instagramable. Namun, untuk yg membawa anak, lokasi di Surabaya walaupun mendung cukup panas, tidak ada ruang ber-AC menjadi penilaian minus menurut sy. Hanya ada kipas angin yang tidak terasa di dinding.. Apalagi, ada orang merokok di sebelah. Walaupun ini ruang terbuka, saya tidak menyukai hal ini. Semoga nanti ada tempat yg khusus AC, walaupun tidak besar. Setidaknya cukup untuk beberapa pengunjung yang ingin tanpa asap rokok dan nuansa nyaman ketika makan.

Oiya, pas kesana ada banyak sekali lalat. Emang hujan-hujan begini sangat banyak di mana-mana. Namun, alangkah lebih baik kalau ada lem penangkap lalat di beberapa titik sehingga jumlah lalatnya berkurang. Karena ini kan berkaitan dengan makanan ya..

MAKANAN
Mienya lumayan enak. Jenis mie tipis kenyal. Segala jenis dimsum hangat, namun bagi saja semuanya dimsum ini terlalu asin.. Minuman jeruknya juga sesuai harga murahnya. Saya paling suka mie gacoannya, level 1 maksimal 2 saja. Masih terasa gurih, pedasnya biasa, enak..

HARGA
Murah meriah, sesuai dengan rasanya.

PELAYANAN
Untuk pembelian dine in mie akan diantar dan waktunya lumayan. Untuk minuman dan dimsum menggunakan alarm penunggu untuk kita ambil sendiri di lokasi yang sudah ditentukan. Minuman dan dimsum ini lebih lama siapnya dari mie nya.

Ada tukang menyapu yang siap sedia jika lantai kotor, ini nilai plus, bagus..

KESIMPULAN
Secara umum, tempat ini murah, bisa dijadikan tempat kumpul anak2 muda. Namun, kalau saya sendiri yg membawa anak balita, rasanya cukup setahun sekali atau sesekali ketika sangat ingin saja. Seperti hari ini. Ga akan sering-sering.."
Mie Gacoan - Ahmad Yani,Nada Salsabila,3,9 bulan lalu,"Beli takeaway tgl 10-07-2025, pukul 23:42
Cashier: Ega

Minuman packaging pecah, sampe rumah tinggal setengah. Udah lapor ke link tertera di Instagram juga ga digubris sampe sekarang. 😊"
Mie Gacoan - Ahmad Yani,Rerisa Putri hidayah,5,5 bulan lalu,"pelayanan sopan ramah, makanannya good pokoknya"
Mie Gacoan - Ahmad Yani,Anggun Ekawati,5,6 bulan lalu,"Tempatnya nyaman, rasanya okee, pelayanannya ramah banget pokoknyaa🤩🤩🤩"
Mie Gacoan - Ahmad Yani,Hasanah Thamrin,5,7 bulan lalu,Pelayanan ramah dan tempat nya nyaman sekali
Mie Gacoan - Ahmad Yani,Fitri Susanti,5,3 bulan lalu,"Pelayanan bagus, makanan konsisten
Top"
Mie Gacoan - Ahmad Yani,Nessa Panjaitan,5,9 bulan lalu,"Tempatnya nyaman, bersih, pelayanan nya baik dan sopan, tepat waktu."
Mie Gacoan - Ahmad Yani,Moch. Zyahrul Ramadhan,1,4 bulan lalu,hari ini sangat kecewa pesen dari 19.47 baru selesai jam 21.47 ( 2 jam lebih nunggu ) lain kali diperbaiki
Mie Gacoan - Ahmad Yani,Yuliarta Kurnia Pramai Sella,4,Diedit setahun lalu,"Terakhir kali kesini pelayanannya jelek, masa udah bunyi kan, akhirnya saya kedepan, malah disuruh balik ambil nota. Trus fungsi alat bunyi buat apa? Ga efektif bgt. Pdhl saya sering kesini, ga diminta kek gitu. Kek halo, saya sdh bayar, ambil sendiri, masih disuruh balik bawa nota, kek astaghfirullah. Sama saran, klo pesennya bisa di website, knp hrs bayar ke kasir, knp gapake qris aja kayak dulu sih
.

Untuk makan minum diambil customer sendiri. Kemudian enaknya disini nomor meja sdh ditentukan. Jadi ga berebut meja sama customer lain. Mushola dan toiletnya bersih. Kalau rejeki, bisa liat kereta api lewat depan gacoan.
.
Bisa request di note pas pesan, misal tanpa pangsit goreng dan minum tanpa gula."
Mie Gacoan - Ahmad Yani,Firstiyan Diyangga,5,sebulan lalu,"Meskipun rame, tempatnya nyaman, enak dibuat nongkrong bersama keluarga&teman. Pelayanannya ramah. Makanan&minumannya enak. #Approve ✓"
Mie Gacoan - Ahmad Yani,Rizki Muhammad C,1,4 bulan lalu,Ga dikasih saos beli 2 lagi udang keju ga ada saosnya
Mie Gacoan - Ahmad Yani,tata,5,3 bulan lalu,"mie gacoan di ahmad yani ini sangat rekomendasi untuk makan makan santai, suasana nyaman, pelayanan cepat, ramah juga, untuk kebersihan juga bintang 5"
Mie Gacoan - Ahmad Yani,Moch.Fahridzal H,5,2 bulan lalu,tempat sangat nyaman dan pelayanan sangat memuaskan.
Mie Gacoan - Ahmad Yani,akuuu,5,setahun lalu,"mie gacoan ini punya pedas dan gurih yang khas. harganya pun cukup terjangkau, cocok buat kantong pelajar. suasanapun ga pernah sepi, selalu ramai dan penuh anak muda. kalau datang ke gacoan harus ekstra sabar nunggu ya soalnya rame betttt. jangan lupa coba level paling pedasnya yaaa"
Mie Gacoan - Ahmad Yani,Richard Jr,5,1 hari lalu,Bantu Yanto TTC Semangat
Mie Gacoan - Ahmad Yani,Nicolas Nerve,5,1 hari lalu,Ngebantu Yanto TTC juga
Mie Gacoan - Ahmad Yani,Michael Richard,5,1 hari lalu,Ngebantu Yanto TTC Hehee
Mie Gacoan - Ahmad Yani,scorpio nov,5,1 hari lalu,Bagus
Mie Gacoan - Ahmad Yani,gilang zonk,5,1 hari lalu,mie gacoan di hati
Mie Gacoan - Ahmad Yani,ANSHORULLAH MOHAMMAD,5,1 hari lalu,Rasa josss
Mie Gacoan - Ahmad Yani,10. Calvin Azarya Pravita Yuwono,5,1 hari lalu,untuk sekarang ada update di bagian mienya yang lebihh nyemek dan basah
Mie Gacoan - Ahmad Yani,Afnan Kurniawan,5,1 hari lalu,"mie nya lebih nyemek, pedes nya lebih kerasa"
Mie Gacoan - Ahmad Yani,Bintang Srifani,5,1 hari lalu,"rekomend sii, pelayananya juga cpet aplgi suka bngtt sma udang kejunyaa soal rasa masi sama sii enak pokoknyaa bersihh jugaa"
Mie Gacoan - Ahmad Yani,Muhammad Azis Nabhani,5,1 hari lalu,SODAPP
Mie Gacoan - Ahmad Yani,Fatih 28_,5,1 hari lalu,enak
Mie Gacoan - Ahmad Yani,mario juan,5,1 hari lalu,"Enak! Mienya empuk, rasanya pas, harnya pun murah lah. Cobain deh"
Mie Gacoan - Ahmad Yani,Bilal Sukma,5,1 hari lalu,Mie gacoan nya enak banget gurih pedes nya berasa untuk udang keju nya sangat tebal daging nya terus keju nya lumer banget
Mie Gacoan - Ahmad Yani,ryannhendii ._,5,1 hari lalu,"pelayanan baik , ramah , dan tempatnya bersih"
Mie Gacoan - Ahmad Yani,QINI Laundry,5,1 hari lalu,"Tempat nyaman meski rame, rasa enak"
Mie Gacoan - Ahmad Yani,Ampas Ampas,5,1 hari lalu,Pelayanannya oke rasa oke
Mie Gacoan - Ahmad Yani,Ipunk Anggumikho,5,1 hari lalu,Rasa untuk gacoan enak
Mie Gacoan - Ahmad Yani,Achmad Abid,5,1 hari lalu,Pelayanannya sangat bagus.. 👍👍👍
Mie Gacoan - Ahmad Yani,Khaz Wuwa,5,1 hari lalu,Suasana mantap
Mie Gacoan - Ahmad Yani,adhen ror,5,1 hari lalu,best pelayanan
Mie Gacoan - Ahmad Yani,Keyza Agustin,5,1 hari lalu,enakkkk
Mie Gacoan - Ahmad Yani,Febrina Ayu,5,1 hari lalu,sangat baik
Mie Gacoan - Ahmad Yani,Bintang Cahyono,5,1 hari lalu,"Pelayanan Oke, tempatnya bersih. Good job!buat managemennya 👍🏻"
Mie Gacoan - Ahmad Yani,Yanisa Arayandini,5,1 hari lalu,enakkss
Mie Gacoan - Ahmad Yani,Buku Tulis,5,1 hari lalu,"Udang kejunya mantap, gacoan pada umumnya enak masih panas juga pas dimakan"
Mie Gacoan - Ahmad Yani,Yuli Ati,5,1 hari lalu,"Tempat nyaman, rasa oke"
Mie Gacoan - Ahmad Yani,Jancok 95,5,1 hari lalu,Rasa oke
Mie Gacoan - Ahmad Yani,Achmat Saif,5,2 hari lalu,"Pelayanan sangat baik, josjis"
Mie Gacoan - Ahmad Yani,Bintang Muslim Pratama,5,2 hari lalu,Bagus 👌🏻🙂‍↔️
Mie Gacoan - Ahmad Yani,Bintang Muslim Pratama,5,2 hari lalu,👌🏻🙂‍↔️
Mie Gacoan - Ahmad Yani,Dzaki Nashrulloh,5,2 hari lalu,Mantap
Mie Gacoan - Ahmad Yani,Yasser Alfayyad,1,3 hari lalu,"Baru kali ini parkir diluar karna ga megang cash 2000, order take away bentar doang, pas pulang tukang parkirnya kempesin ban motor gw, gw gak ikhlas"
Mie Gacoan - Ahmad Yani,Fatimah Aku,5,3 hari lalu,UDANG KEJU ENAK
Mie Gacoan - Ahmad Yani,AGUS YUDIANTO,5,3 hari lalu,Lokasinya sangat bagus dan strategis.
Mie Gacoan - Ahmad Yani,Maria Ayu,5,4 hari lalu,"Tempatnya luas, nyaman
Makanannya enak²😊👍pelayanan jg ramah"
Mie Gacoan - Ahmad Yani,Hellda Ndis03,5,4 hari lalu,"Pelayanan ramah dan cepat, tapi kalau pas malam minggu agak lama soalnya ramai, saran aja sih untuk temen2 kalau DINE IN enaknya datang di hari biasa aja"
Mie Gacoan - Ahmad Yani,lawu tektok,5,4 hari lalu,Udang kejuuuuhhh
Mie Gacoan - Ahmad Yani,Syahrul Mubarok,5,4 hari lalu,Makanannya josjis
Mie Gacoan - Ahmad Yani,jeni gunawan,5,4 hari lalu,"Mantap ,setiap wekend sllu ajak anak dan istri disini"
Mie Gacoan - Ahmad Yani,Dewi Almira,5,4 hari lalu,Tempatnya nyaman makanan enak
Mie Gacoan - Ahmad Yani,Dewi Almira,5,4 hari lalu,"Makanan cocok semua, dateng juga masih hangat semua"
Mie Gacoan - Ahmad Yani,Putriana 09,1,5 hari lalu,"Parahhhh.. cuman nambah kecap aja gabolehhh
Kamis, 16 april 2026
Jam 21.57"
Mie Gacoan - Ahmad Yani,Bella Vegga,5,5 hari lalu,mantap btulllll
Mie Gacoan - Ahmad Yani,Novan Rohy,5,5 hari lalu,enak
Mie Gacoan - Ahmad Yani,Viola Nada,5,5 hari lalu,higienis
Mie Gacoan - Ahmad Yani,Jovan San,5,5 hari lalu,mantap
Mie Gacoan - Ahmad Yani,Penak maido creator,5,6 hari lalu,Sangat puas
Mie Gacoan - Ahmad Yani,Deon Gibson,5,6 hari lalu,Asek
Mie Gacoan - Ahmad Yani,Tirta Aditya Febiyarno,5,6 hari lalu,Bagus
Mie Gacoan - Ahmad Yani,bondan raharjo,5,6 hari lalu,Cocok buat makan bareng keluarga dan teman. Makananya enak dan tempatnya nyaman.
Mie Gacoan - Ahmad Yani,Noval Saputra,5,6 hari lalu,"mie enya enak,pelayanan terbaik"
Mie Gacoan - Ahmad Yani,FC24_ DYANA,5,6 hari lalu,enaakk bangetttt ❤️🥹
Mie Gacoan - Ahmad Yani,Rida,5,6 hari lalu,Pelayanan ramah tempatnya bersih nyaman
Mie Gacoan - Ahmad Yani,Winda Valianti,5,6 hari lalu,pelayanan sangt baik
Mie Gacoan - Ahmad Yani,Solah Hudin,5,6 hari lalu,yang terbaiktttt
Mie Gacoan - Ahmad Yani,Solah Hudin,5,6 hari lalu,pengen kesana lagiiiiii
Mie Gacoan - Ahmad Yani,Ariel Pratama1927,5,6 hari lalu,sangat baik
Mie Gacoan - Ahmad Yani,imron rodriguez,5,6 hari lalu,Pelayanan cepat dan tempat bersih
Mie Gacoan - Ahmad Yani,Melani Putri,5,seminggu lalu,"fistime kesini pelayanannya okeee kebersihannya juga terjagaa bgtt,nunggu makanan keluarnya juga ga lamaa"
Mie Gacoan - Ahmad Yani,Zahra,5,seminggu lalu,"Makan diaini udh ke sekian kalinya , ramah ... Bersih tempatnya juga adem pokonya rekomen deh"
Mie Gacoan - Ahmad Yani,Inka Anggraini,5,seminggu lalu,makanan enak pelayanan bagus
Mie Gacoan - Ahmad Yani,Anastasya,5,seminggu lalu,"mie gacoannya enak banget, tempatnya cozy bisa kumpul kumpul sama temen"
Mie Gacoan - Ahmad Yani,Muhammad Nabil Hibatullah,5,Diedit seminggu lalu,layanan sangat baik dan tempat bersih dan rapih mantap
Mie Gacoan - Ahmad Yani,Xsin Z,5,seminggu lalu,enak bgt mienyaa
Mie Gacoan - Ahmad Yani,Ageng N.Baniargi,5,seminggu lalu,Pesan meja ada admin yang mihil
Mie Gacoan - Ahmad Yani,fajar wahyudi1203,5,seminggu lalu,makanan dan minumannya sgt enakk sekali apalagi makan langsung ditmpt sgt rekomendasi bgt
Mie Gacoan - Ahmad Yani,Nyoman Singgit,1,seminggu lalu,"Orang gaptek jangan coba makan ditempat di sini,.bakal balik kucing seperti saya. Mau makan harus scan. Langsung order tidak dilayani"
Mie Gacoan - Ahmad Yani,Hery Tjahjono,5,seminggu lalu,"Masih pagi, santai semilir angin surabaya"
Mie Gacoan - Ahmad Yani,Aisyi Zifora G,5,seminggu lalu,"pernah beli dr shopeefd ternyata yg di pesen ga sesuai, dan baru memberanikan diri bilang langsung ke outlet, direspon dengan baik, dan alhamdulillah diganti, terimakasih 🙏🏻"
Mie Gacoan - Ahmad Yani,Rafli Maulana,1,Diedit 2 minggu lalu,"MAKANAN LAMA SAYA NUNGGU SEJAM LEBIHH BELUM JDI,SAYA PESAN LEWAT GOFOOD PUKUL 01:07 SAMPAI PUKUL 02:30 MAKANAN SAYA BELUM SAMPAI!!!"
Mie Gacoan - Ahmad Yani,Bang Harto,5,2 minggu lalu,makanan enak pelayanan cepat dan baik
Mie Gacoan - Ahmad Yani,SUEREM,1,2 minggu lalu,"Tolong ini omset sudah gede banget kan resto. Kalo bisa free parking, karena tetap aja kepanasan kan motornya kalo di parkir di luar, apalagi pesen online, di mintain lagi uang parkir"
Mie Gacoan - Ahmad Yani,Aril Afriandi,5,2 minggu lalu,ya ya
Mie Gacoan - Ahmad Yani,dina fara,5,2 minggu lalu,Ini enakk 👍
Mie Gacoan - Ahmad Yani,Hadi Saputra,3,2 minggu lalu,"Udang kejunya gak fresh, masak rasanya asem kek udah basi."
Mie Gacoan - Ahmad Yani,Dinda Putri,5,2 minggu lalu,"enak,bersih, mantab"
Mie Gacoan - Ahmad Yani,Ratih Manjari,5,2 minggu lalu,Tempat yang nyaman dan makanannya pas dikantong anak2 sekolah
Mie Gacoan - Ahmad Yani,Tony Aldrige,5,Diedit 2 minggu lalu,"Bisa buat makan bersama teman,tongkrongan segala umur,tempat parkirnya luas,sedia juga diaplikasi online"
Mie Gacoan - Ahmad Yani,Sumargo Farhan,5,3 minggu lalu,Tempat luas makanan cepat slesai
