nama_cabang,nama_pelanggan,rating,tanggal_ulasan,teks_komentar
Mie Gacoan - Ir Soekarno,yasinta fadilah (yyazzie),5,sebulan lalu,Top 👍🏻 …
Mie Gacoan - Ir Soekarno,Eva Salsabila Alhadad,5,sebulan lalu,bagus bgt buat nongki
Mie Gacoan - Ir Soekarno,Faradiba Ratu Parasputri 16,5,sebulan lalu,"good taste, dr segi kematangan mie, bumbu"
Mie Gacoan - Ir Soekarno,Ipank Drag,5,sebulan lalu,"Tempatnya nyaman dan enak
Pelayanannya juga enak rama"" orangnya
Josjis mantap 👍🔥 …"
Mie Gacoan - Ir Soekarno,yasinta fadilah (yyazzie),5,sebulan lalu,Top 👍🏻
Mie Gacoan - Ir Soekarno,Alya Daariin,5,sebulan lalu,enakkk tempat nya nyaman
Mie Gacoan - Ir Soekarno,Nazwa Destia,5,sebulan lalu,enak
Mie Gacoan - Ir Soekarno,Dwi Balgis,5,2 bulan lalu,"Makanannya enak, dan pelayanannya cepat"
Mie Gacoan - Ir Soekarno,Eka Rodiyah,5,2 bulan lalu,"luas, pelayanan baik 👍🏻👍🏻👍🏻👍🏻 …"
Mie Gacoan - Ir Soekarno,Nanda Eka Hasanah Hasanah,5,2 bulan lalu,"pelayanan sngt baik, pgantaran mknan juga tidak trlalu lama, staf nya rama'"
Mie Gacoan - Ir Soekarno,Xenia Halilintar,5,2 bulan lalu,"bagua, nyaman, makanan enak, cepat penyajian nya"
Mie Gacoan - Ir Soekarno,Ahmad Nakajima,5,2 bulan lalu,"Pelayanan cukup clean, rapi, dan cepat"
Mie Gacoan - Ir Soekarno,Dian Pratama Priambodo,1,2 bulan lalu,"Pelayanan yg buruk TDK ramah....
Apalagi yg mbak mbak yg di tempat pengambilan makanan , saya komplin karena pesanan saya ada note nya tetapi TDK sesuai dengan pesanan saya ..
Kalau semisal ada note dan TDK bisa kan bisa di konfirmasi ke konsumennya"
Mie Gacoan - Ir Soekarno,jay 30,5,2 bulan lalu,enak dan nyaman
Mie Gacoan - Ir Soekarno,Amanda Putri,5,2 bulan lalu,Cepat
Mie Gacoan - Ir Soekarno,Iva Cahya A.A,5,2 bulan lalu,"Pelayanan mantab, ruangan bersih"
Mie Gacoan - Ir Soekarno,Attala Akbar,5,Diedit 2 bulan lalu,udang kejunya enak
Mie Gacoan - Ir Soekarno,clarista angelia,5,2 bulan lalu,🫶🏻 …
Mie Gacoan - Ir Soekarno,Jenny Frisqia,5,2 bulan lalu,"tempatnya nyaman,"
Mie Gacoan - Ir Soekarno,tuan nur,5,2 bulan lalu,makanannya enakk
Mie Gacoan - Ir Soekarno,D W,5,2 bulan lalu,"tempat bersih.. ga ada nyamuk
pelayanan cepet
mantul"
Mie Gacoan - Ir Soekarno,ramdani,5,2 bulan lalu,enak dan cepat
Mie Gacoan - Ir Soekarno,Naresh Hanarya,5,2 bulan lalu,bagus pelayanan cepat tidak megantri panjang
Mie Gacoan - Ir Soekarno,La Ode M Arvand 8C,5,2 bulan lalu,semuanya baik-baik saja
Mie Gacoan - Ir Soekarno,Bunga Novita,5,2 bulan lalu,Bagus krn depan uner
Mie Gacoan - Ir Soekarno,shafiqa aqila,5,2 bulan lalu,"Tempatnya nyaman, petugasnya ramah"
Mie Gacoan - Ir Soekarno,YAKORDA YAKORDA,5,2 bulan lalu,Mantab
Mie Gacoan - Ir Soekarno,Eka Rodiyah,5,2 bulan lalu,"luas, pelayanan baik 👍🏻👍🏻👍🏻👍🏻"
Mie Gacoan - Ir Soekarno,clarista angelia,5,2 bulan lalu,🫶🏻
Mie Gacoan - Ir Soekarno,Ainur Rofiq,5,2 bulan lalu,"Tempat ya bagus banget, nyaman dan bikin tenang banget. Pokoknya josjis 🔥 …"
Mie Gacoan - Ir Soekarno,Pemuda Al Azhar,5,2 bulan lalu,"Pelayanan mantab🔥
tidak perlu antri2 …"
Mie Gacoan - Ir Soekarno,Rama Dani,5,2 bulan lalu,Tempatnya bersih dan nyaman
Mie Gacoan - Ir Soekarno,Lukas Suryana,5,2 bulan lalu,"Semua ok dari makanan, layanan, suasana tenang adem cuma parkiran untuk ojol masih bayar."
Mie Gacoan - Ir Soekarno,mika review,3,2 bulan lalu,"Mie Gacoan Merr selalu bikin nagih! Pedasnya mantap, udang kejunya lumer, dan ada juga udang rambutan serta lumpia udang yang enak banget. Tempatnya luas, self-service, dan cocok buat makan rame-rame. Tukang parkirnya ramah, dan membantu. Sayangnya, saat saya datang air di toiletnya mati, jadi agak merepotkan."
Mie Gacoan - Ir Soekarno,Fery Jamal,5,Diedit 2 bulan lalu,"selalu bikin nyaman tempat,dan rasanya pas"
Mie Gacoan - Ir Soekarno,Ardian Navyy,1,2 bulan lalu,"Sangat mengecewakan untuk pelayanan terutama MOD nya (RIKZI) yang bagi saya sebagai customer tidak mencerminkan sikap leader yang membantu kepada customernya pada saat melakukan pembayaran.ngeyel, MEMBUAT MALU customernya dan tidak mau …"
Mie Gacoan - Ir Soekarno,Ananda Nayla,5,2 bulan lalu,"mie nya enak, pelayanan nya juga bagus, suasana nya nyaman"
Mie Gacoan - Ir Soekarno,Maldin Laitupa,5,2 bulan lalu,Seru dan enak
Mie Gacoan - Ir Soekarno,Kenzi Alfarizi,5,2 bulan lalu,Pelayan Cepat Makanannya Enak recommended Banget makan Di sini
Mie Gacoan - Ir Soekarno,Ainur Rofiq,5,2 bulan lalu,"Tempat ya bagus banget, nyaman dan bikin tenang banget. Pokoknya josjis 🔥"
Mie Gacoan - Ir Soekarno,Pemuda Al Azhar,5,2 bulan lalu,"Pelayanan mantab🔥
tidak perlu antri2"
Mie Gacoan - Ir Soekarno,Diah Dwipriliawati,5,2 bulan lalu,pelayanan good
Mie Gacoan - Ir Soekarno,Fipper surabaya,5,2 bulan lalu,Makanannanya fresh pelayanan sangat baik dan ramah
Mie Gacoan - Ir Soekarno,allo,5,2 bulan lalu,Mantap
Mie Gacoan - Ir Soekarno,Kenzi Alfarizi2025,5,2 bulan lalu,Kerja bagus
Mie Gacoan - Ir Soekarno,Sagita Putri,5,2 bulan lalu,Enak bangettttt
Mie Gacoan - Ir Soekarno,Muhammad Rassya,5,2 bulan lalu,pelayanan cukup baik
Mie Gacoan - Ir Soekarno,Nila Handita,5,2 bulan lalu,Pelayanan nya sangatt ramahhh sekaliii
Mie Gacoan - Ir Soekarno,04_07_Nailah Athalayyah Tawekal,5,2 bulan lalu,"Menu gacoan sangat enak dan tempatnya nyaman banget, saya laling suka udang kejunya 😁 …"
Mie Gacoan - Ir Soekarno,Andhini Setya Kholili,5,2 bulan lalu,cabang gacoan paling enakkk nyamannn
Mie Gacoan - Ir Soekarno,Sugianto Kacung,5,2 bulan lalu,"Makanan enak,tempat nyaman"
Mie Gacoan - Ir Soekarno,Faris Maulana,5,2 bulan lalu,Makanan enak harga terjangkau
Mie Gacoan - Ir Soekarno,Satria Rafansa,5,Diedit 2 bulan lalu,makanan nya enak
Mie Gacoan - Ir Soekarno,By neverone One,5,2 bulan lalu,baguss
Mie Gacoan - Ir Soekarno,Achmed Marsuki,5,2 bulan lalu,Pelayanannya ramah
Mie Gacoan - Ir Soekarno,Abi Manyu,5,2 bulan lalu,Tempatnya bagus
Mie Gacoan - Ir Soekarno,Arif Purwanto,5,2 bulan lalu,Pelayannya bagus
Mie Gacoan - Ir Soekarno,Edi Wang,5,2 bulan lalu,Tempat nya bersih
Mie Gacoan - Ir Soekarno,Septian Dwi,5,2 bulan lalu,Tempatnya bagus
Mie Gacoan - Ir Soekarno,Intan Erliii Ziaer Yy,5,2 bulan lalu,Sangat baik
Mie Gacoan - Ir Soekarno,Fiqi Junianatha48,5,2 bulan lalu,pelayanan bagus
Mie Gacoan - Ir Soekarno,Angel Shalometa,5,2 bulan lalu,Pelayanan nya ramah
Mie Gacoan - Ir Soekarno,Rike Anindhita,5,2 bulan lalu,"pelayanan cepat, mesan pun mudah tidak perlu mengantri"
Mie Gacoan - Ir Soekarno,samsul arifin,5,2 bulan lalu,di perbaiki lagi sistem pelayananya !
Mie Gacoan - Ir Soekarno,dianingrumz,5,Diedit 2 bulan lalu,"Setelah beberapa kali datang kesini, menu mie gacoan cenderung lebih manis dibanding cabang lain. Servicenya cukup cepat. Tempatnya bersih dan pelayanannya sangat ramah."
Mie Gacoan - Ir Soekarno,Khairul Anisa,5,2 bulan lalu,Enek bngt😊 …
Mie Gacoan - Ir Soekarno,Satriyo Bagus W,5,2 bulan lalu,"Dari sekian lama tau Mie Gacoan, baru kali ini makan ditempatnya langsung 😂 suasanya OK, antrian tidak terlalu padat dan bisa pesan langsung di meja, scan barcode, pesen dan bisa bayar qris / dikasir.  nunggunya ga terlalu lama, makanannya …"
Mie Gacoan - Ir Soekarno,Ifaa,1,3 bulan lalu,Mie nya kurang suka lebih enak yg di Manyar rasanya beda jauh
Mie Gacoan - Ir Soekarno,Khairul Anisa,5,2 bulan lalu,Enek bngt😊
Mie Gacoan - Ir Soekarno,Rina Sajaa,5,3 bulan lalu,"Tempatnya nyaman, makanya enak"
Mie Gacoan - Ir Soekarno,Rafael Al Ghozali Putra Hermansyah,5,3 bulan lalu,mantap
Mie Gacoan - Ir Soekarno,Naula Keysa,5,3 bulan lalu,"enak banget, tempatnya bersih, pelayanan ramah.."
Mie Gacoan - Ir Soekarno,Adinda Dwiana Sari,5,3 bulan lalu,CINTATT
